season,team,team_name,batted_balls,home_runs,launch_angle,barrel_rate,exit_velocity,hard_hit_pct,flyball_pct,groundball_pct,hr_per_flyball,avg_hr_distance
2025,CHC,Cubs,4283,223,15.3,10,89,40,29.6,38.9,17.6,394
2025,CIN,Reds,4089,167,13.3,7.3,88.6,38.2,25.4,43.3,16.1,394
2025,CLE,Guardians,4045,168,16.1,6.6,88.5,35.8,27.7,39.4,15,388
2025,COL,Rockies,3933,160,13.5,8,88.8,39.7,27.3,42.2,14.9,408
2025,CWS,White Sox,4071,165,15.6,8.2,89.3,40.1,28.5,39.4,14.2,391
2025,DET,Tigers,4057,198,16,9.5,89.3,40.8,29.2,38.2,16.7,392
2025,HOU,Astros,4243,182,13.3,8,88.4,39,25.4,43.2,16.9,390
2025,KC,Royals,4405,159,14.7,8,89.8,40.8,27.1,40.5,13.3,401
2025,LAA,Angels,3795,226,14.6,10.8,89.2,40.2,28.2,41.1,21.1,402
2025,LAD,Dodgers,4195,244,14.8,10,89.9,42.1,30.8,39.6,18.9,400
2025,MIA,Marlins,4359,154,10.9,7.9,89.2,40.5,24.1,45,14.7,398
2025,MIL,Brewers,4320,166,10.9,6.7,88.6,39.3,23.2,45.6,16.6,394
2025,MIN,Twins,4103,191,13.5,8.7,89.4,42,27.2,42.1,17.1,399
2025,NYM,Mets,4200,224,12.6,10.7,90.7,46.1,25.4,43,21,396
2025,NYY,Yankees,4069,274,15.3,11.9,90.8,46.2,30.3,39.7,22.2,393
2025,OAK,Athletics,4194,219,12.3,8.4,88.9,39.6,25.3,44.3,20.7,399
2025,PHI,Phillies,4238,212,12.6,9.1,89.9,42.5,27.1,43.1,18.5,399
2025,PIT,Pirates,3998,117,11,7.8,89.2,40.6,23.9,45.8,12.3,401
2025,SD,Padres,4356,152,12.2,7.5,89,37.8,25.3,44.6,13.8,396
2025,SEA,Mariners,4119,238,13.8,9.6,89.7,42.8,27.9,42.3,20.7,394
2025,SF,Giants,4069,173,15,7.6,88.9,38.8,27.9,40.6,15.3,394
2025,STL,Cardinals,4177,148,14.8,7.9,89.5,40.8,25.9,41,13.7,400
2025,TB,Rays,4132,182,10.6,7.7,89.4,40.4,23,46.6,19.2,390
2025,TEX,Rangers,4167,175,15,8.6,89.2,40.2,27.7,40.3,15.2,395
2025,TOR,Blue Jays,4488,191,13.2,8.2,89.3,41.2,24.9,42.5,17.1,400
2025,WSH,Nationals,4129,161,9.9,8,89.6,42.1,23.6,46.3,16.5,397
